section,key,u,v,i,t,value
meta,U,,,,,6
meta,I,,,,,30
meta,G,,,,,3
meta,T,,,,,20
meta,enable_transfer,,,,,1
family,h_ig,0,,0,,1
family,h_ig,1,,1,,1
family,h_ig,2,,2,,1
family,h_ig,0,,3,,1
family,h_ig,1,,4,,1
family,h_ig,2,,5,,1
family,h_ig,0,,6,,1
family,h_ig,1,,7,,1
family,h_ig,2,,8,,1
family,h_ig,0,,9,,1
family,h_ig,1,,10,,1
family,h_ig,2,,11,,1
family,h_ig,0,,12,,1
family,h_ig,1,,13,,1
family,h_ig,2,,14,,1
family,h_ig,0,,15,,1
family,h_ig,1,,16,,1
family,h_ig,2,,17,,1
family,h_ig,0,,18,,1
family,h_ig,1,,19,,1
family,h_ig,2,,20,,1
family,h_ig,0,,21,,1
family,h_ig,1,,22,,1
family,h_ig,2,,23,,1
family,h_ig,0,,24,,1
family,h_ig,1,,25,,1
family,h_ig,2,,26,,1
family,h_ig,0,,27,,1
family,h_ig,1,,28,,1
family,h_ig,2,,29,,1
cost,cX,,,0,,1
cost,cX,,,1,,1
cost,cX,,,2,,1
cost,cX,,,3,,1
cost,cX,,,4,,1
cost,cX,,,5,,1
cost,cX,,,6,,1
cost,cX,,,7,,1
cost,cX,,,8,,1
cost,cX,,,9,,1
cost,cX,,,10,,1
cost,cX,,,11,,1
cost,cX,,,12,,1
cost,cX,,,13,,1
cost,cX,,,14,,1
cost,cX,,,15,,1
cost,cX,,,16,,1
cost,cX,,,17,,1
cost,cX,,,18,,1
cost,cX,,,19,,1
cost,cX,,,20,,1
cost,cX,,,21,,1
cost,cX,,,22,,1
cost,cX,,,23,,1
cost,cX,,,24,,1
cost,cX,,,25,,1
cost,cX,,,26,,1
cost,cX,,,27,,1
cost,cX,,,28,,1
cost,cX,,,29,,1
cost,cY,0,,,,1
cost,cY,1,,,,1
cost,cY,2,,,,1
cost,cI,,,0,,1
cost,cI,,,1,,1
cost,cI,,,2,,1
cost,cI,,,3,,1
cost,cI,,,4,,1
cost,cI,,,5,,1
cost,cI,,,6,,1
cost,cI,,,7,,1
cost,cI,,,8,,1
cost,cI,,,9,,1
cost,cI,,,10,,1
cost,cI,,,11,,1
cost,cI,,,12,,1
cost,cI,,,13,,1
