section,key,u,v,i,t,value
meta,U,,,,,5
meta,I,,,,,300
meta,T,,,,,20
meta,enable_transfer,,,,,1
cost,cX,,,0,,1
cost,cX,,,1,,1
cost,cX,,,2,,1
cost,cX,,,3,,1
cost,cX,,,4,,1
cost,cX,,,5,,1
cost,cX,,,6,,1
cost,cX,,,7,,1
cost,cX,,,8,,1
cost,cX,,,9,,1
cost,cX,,,10,,1
cost,cX,,,11,,1
cost,cX,,,12,,1
cost,cX,,,13,,1
cost,cX,,,14,,1
cost,cX,,,15,,1
cost,cX,,,16,,1
cost,cX,,,17,,1
cost,cX,,,18,,1
cost,cX,,,19,,1
cost,cX,,,20,,1
cost,cX,,,21,,1
cost,cX,,,22,,1
cost,cX,,,23,,1
cost,cX,,,24,,1
cost,cX,,,25,,1
cost,cX,,,26,,1
cost,cX,,,27,,1
cost,cX,,,28,,1
cost,cX,,,29,,1
cost,cX,,,30,,1
cost,cX,,,31,,1
cost,cX,,,32,,1
cost,cX,,,33,,1
cost,cX,,,34,,1
cost,cX,,,35,,1
cost,cX,,,36,,1
cost,cX,,,37,,1
cost,cX,,,38,,1
cost,cX,,,39,,1
cost,cX,,,40,,1
cost,cX,,,41,,1
cost,cX,,,42,,1
cost,cX,,,43,,1
cost,cX,,,44,,1
cost,cX,,,45,,1
cost,cX,,,46,,1
cost,cX,,,47,,1
cost,cX,,,48,,1
cost,cX,,,49,,1
cost,cX,,,50,,1
cost,cX,,,51,,1
cost,cX,,,52,,1
cost,cX,,,53,,1
cost,cX,,,54,,1
cost,cX,,,55,,1
cost,cX,,,56,,1
cost,cX,,,57,,1
cost,cX,,,58,,1
cost,cX,,,59,,1
cost,cX,,,60,,1
cost,cX,,,61,,1
cost,cX,,,62,,1
cost,cX,,,63,,1
cost,cX,,,64,,1
cost,cX,,,65,,1
cost,cX,,,66,,1
cost,cX,,,67,,1
cost,cX,,,68,,1
cost,cX,,,69,,1
cost,cX,,,70,,1
cost,cX,,,71,,1
cost,cX,,,72,,1
cost,cX,,,73,,1
cost,cX,,,74,,1
cost,cX,,,75,,1
cost,cX,,,76,,1
cost,cX,,,77,,1
cost,cX,,,78,,1
cost,cX,,,79,,1
cost,cX,,,80,,1
cost,cX,,,81,,1
cost,cX,,,82,,1
cost,cX,,,83,,1
cost,cX,,,84,,1
cost,cX,,,85,,1
cost,cX,,,86,,1
cost,cX,,,87,,1
cost,cX,,,88,,1
cost,cX,,,89,,1
cost,cX,,,90,,1
cost,cX,,,91,,1
cost,cX,,,92,,1
cost,cX,,,93,,1
cost,cX,,,94,,1
cost,cX,,,95,,1
cost,cX,,,96,,1
cost,cX,,,97,,1
cost,cX,,,98,,1
cost,cX,,,99,,1
cost,cX,,,100,,1
cost,cX,,,101,,1
cost,cX,,,102,,1
cost,cX,,,103,,1
cost,cX,,,104,,1
cost,cX,,,105,,1
cost,cX,,,106,,1
cost,cX,,,107,,1
cost,cX,,,108,,1
cost,cX,,,109,,1
cost,cX,,,110,,1
cost,cX,,,111,,1
cost,cX,,,112,,1
cost,cX,,,113,,1
cost,cX,,,114,,1
cost,cX,,,115,,1
cost,cX,,,116,,1
cost,cX,,,117,,1
cost,cX,,,118,,1
cost,cX,,,119,,1
cost,cX,,,120,,1
cost,cX,,,121,,1
cost,cX,,,122,,1
cost,cX,,,123,,1
cost,cX,,,124,,1
cost,cX,,,125,,1
cost,cX,,,126,,1
cost,cX,,,127,,1
cost,cX,,,128,,1
cost,cX,,,129,,1
cost,cX,,,130,,1
cost,cX,,,131,,1
cost,cX,,,132,,1
cost,cX,,,133,,1
cost,cX,,,134,,1
cost,cX,,,135,,1
cost,cX,,,136,,1
cost,cX,,,137,,1
cost,cX,,,138,,1
cost,cX,,,139,,1
cost,cX,,,140,,1
cost,cX,,,141,,1
cost,cX,,,142,,1
cost,cX,,,143,,1
cost,cX,,,144,,1
cost,cX,,,145,,1
cost,cX,,,146,,1
cost,cX,,,147,,1
cost,cX,,,148,,1
cost,cX,,,149,,1
cost,cX,,,150,,1
cost,cX,,,151,,1
cost,cX,,,152,,1
cost,cX,,,153,,1
cost,cX,,,154,,1
cost,cX,,,155,,1
cost,cX,,,156,,1
cost,cX,,,157,,1
cost,cX,,,158,,1
cost,cX,,,159,,1
cost,cX,,,160,,1
cost,cX,,,161,,1
cost,cX,,,162,,1
cost,cX,,,163,,1
cost,cX,,,164,,1
cost,cX,,,165,,1
cost,cX,,,166,,1
cost,cX,,,167,,1
cost,cX,,,168,,1
cost,cX,,,169,,1
cost,cX,,,170,,1
cost,cX,,,171,,1
cost,cX,,,172,,1
cost,cX,,,173,,1
cost,cX,,,174,,1
cost,cX,,,175,,1
cost,cX,,,176,,1
cost,cX,,,177,,1
cost,cX,,,178,,1
cost,cX,,,179,,1
cost,cX,,,180,,1
cost,cX,,,181,,1
cost,cX,,,182,,1
cost,cX,,,183,,1
cost,cX,,,184,,1
cost,cX,,,185,,1
cost,cX,,,186,,1
cost,cX,,,187,,1
cost,cX,,,188,,1
cost,cX,,,189,,1
cost,cX,,,190,,1
cost,cX,,,191,,1
cost,cX,,,192,,1
cost,cX,,,193,,1
cost,cX,,,194,,1
cost,cX,,,195,,1
cost,cX,,,196,,1
cost,cX,,,197,,1
cost,cX,,,198,,1
cost,cX,,,199,,1
cost,cX,,,200,,1
cost,cX,,,201,,1
cost,cX,,,202,,1
cost,cX,,,203,,1
cost,cX,,,204,,1
cost,cX,,,205,,1
cost,cX,,,206,,1
cost,cX,,,207,,1
cost,cX,,,208,,1
cost,cX,,,209,,1
cost,cX,,,210,,1
cost,cX,,,211,,1
cost,cX,,,212,,1
cost,cX,,,213,,1
cost,cX,,,214,,1
cost,cX,,,215,,1
cost,cX,,,216,,1
cost,cX,,,217,,1
cost,cX,,,218,,1
cost,cX,,,219,,1
cost,cX,,,220,,1
cost,cX,,,221,,1
cost,cX,,,222,,1
cost,cX,,,223,,1
cost,cX,,,224,,1
cost,cX,,,225,,1
cost,cX,,,226,,1
cost,cX,,,227,,1
cost,cX,,,228,,1
cost,cX,,,229,,1
cost,cX,,,230,,1
cost,cX,,,231,,1
cost,cX,,,232,,1
cost,cX,,,233,,1
cost,cX,,,234,,1
cost,cX,,,235,,1
cost,cX,,,236,,1
cost,cX,,,237,,1
cost,cX,,,238,,1
cost,cX,,,239,,1
cost,cX,,,240,,1
cost,cX,,,241,,1
cost,cX,,,242,,1
cost,cX,,,243,,1
cost,cX,,,244,,1
cost,cX,,,245,,1
cost,cX,,,246,,1
cost,cX,,,247,,1
cost,cX,,,248,,1
cost,cX,,,249,,1
cost,cX,,,250,,1
cost,cX,,,251,,1
cost,cX,,,252,,1
cost,cX,,,253,,1
cost,cX,,,254,,1
cost,cX,,,255,,1
cost,cX,,,256,,1
cost,cX,,,257,,1
cost,cX,,,258,,1
cost,cX,,,259,,1
cost,cX,,,260,,1
cost,cX,,,261,,1
cost,cX,,,262,,1
cost,cX,,,263,,1
cost,cX,,,264,,1
cost,cX,,,265,,1
cost,cX,,,266,,1
cost,cX,,,267,,1
cost,cX,,,268,,1
cost,cX,,,269,,1
cost,cX,,,270,,1
cost,cX,,,271,,1
cost,cX,,,272,,1
cost,cX,,,273,,1
cost,cX,,,274,,1
cost,cX,,,275,,1
cost,cX,,,276,,1
cost,cX,,,277,,1
cost,cX,,,278,,1
cost,cX,,,279,,1
cost,cX,,,280,,1
cost,cX,,,281,,1
cost,cX,,,282,,1
cost,cX,,,283,,1
cost,cX,,,284,,1
cost,cX,,,285,,1
cost,cX,,,286,,1
cost,cX,,,287,,1
cost,cX,,,288,,1
cost,cX,,,289,,1
cost,cX,,,290,,1
cost,cX,,,291,,1
cost,cX,,,292,,1
cost,cX,,,293,,1
cost,cX,,,294,,1
cost,cX,,,295,,1
cost,cX,,,296,,1
cost,cX,,,297,,1
cost,cX,,,298,,1
cost,cX,,,299,,1
cost,cY,,,0,,1
cost,cY,,,1,,1
cost,cY,,,2,,1
cost,cY,,,3,,1
cost,cY,,,4,,1
cost,cY,,,5,,1
cost,cY,,,6,,1
cost,cY,,,7,,1
cost,cY,,,8,,1
cost,cY,,,9,,1
cost,cY,,,10,,1
cost,cY,,,11,,1
cost,cY,,,12,,1
cost,cY,,,13,,1
cost,cY,,,14,,1
cost,cY,,,15,,1
cost,cY,,,16,,1
cost,cY,,,17,,1
cost,cY,,,18,,1
cost,cY,,,19,,1
cost,cY,,,20,,1
cost,cY,,,21,,1
cost,cY,,,22,,1
cost,cY,,,23,,1
cost,cY,,,24,,1
cost,cY,,,25,,1
cost,cY,,,26,,1
cost,cY,,,27,,1
cost,cY,,,28,,1
cost,cY,,,29,,1
cost,cY,,,30,,1
cost,cY,,,31,,1
cost,cY,,,32,,1
cost,cY,,,33,,1
cost,cY,,,34,,1
