section,key,u,v,i,t,value
meta,U,,,,,6
meta,N,,,,,100
meta,G,,,,,4
meta,T,,,,,30
meta,enable_transfer,,,,,1
family,h_ig,0,,0,,1
family,h_ig,1,,1,,1
family,h_ig,2,,2,,1
family,h_ig,3,,3,,1
family,h_ig,0,,4,,1
family,h_ig,1,,5,,1
family,h_ig,2,,6,,1
family,h_ig,3,,7,,1
family,h_ig,0,,8,,1
family,h_ig,1,,9,,1
family,h_ig,2,,10,,1
family,h_ig,3,,11,,1
family,h_ig,0,,12,,1
family,h_ig,1,,13,,1
family,h_ig,2,,14,,1
family,h_ig,3,,15,,1
family,h_ig,0,,16,,1
family,h_ig,1,,17,,1
family,h_ig,2,,18,,1
family,h_ig,3,,19,,1
family,h_ig,0,,20,,1
family,h_ig,1,,21,,1
family,h_ig,2,,22,,1
family,h_ig,3,,23,,1
family,h_ig,0,,24,,1
family,h_ig,1,,25,,1
family,h_ig,2,,26,,1
family,h_ig,3,,27,,1
family,h_ig,0,,28,,1
family,h_ig,1,,29,,1
family,h_ig,2,,30,,1
family,h_ig,3,,31,,1
family,h_ig,0,,32,,1
family,h_ig,1,,33,,1
family,h_ig,2,,34,,1
family,h_ig,3,,35,,1
family,h_ig,0,,36,,1
family,h_ig,1,,37,,1
family,h_ig,2,,38,,1
family,h_ig,3,,39,,1
family,h_ig,0,,40,,1
family,h_ig,1,,41,,1
family,h_ig,2,,42,,1
family,h_ig,3,,43,,1
family,h_ig,0,,44,,1
family,h_ig,1,,45,,1
family,h_ig,2,,46,,1
family,h_ig,3,,47,,1
family,h_ig,0,,48,,1
family,h_ig,1,,49,,1
family,h_ig,2,,50,,1
family,h_ig,3,,51,,1
family,h_ig,0,,52,,1
family,h_ig,1,,53,,1
family,h_ig,2,,54,,1
family,h_ig,3,,55,,1
family,h_ig,0,,56,,1
family,h_ig,1,,57,,1
family,h_ig,2,,58,,1
family,h_ig,3,,59,,1
family,h_ig,0,,60,,1
family,h_ig,1,,61,,1
family,h_ig,2,,62,,1
family,h_ig,3,,63,,1
family,h_ig,0,,64,,1
family,h_ig,1,,65,,1
family,h_ig,2,,66,,1
family,h_ig,3,,67,,1
family,h_ig,0,,68,,1
family,h_ig,1,,69,,1
family,h_ig,2,,70,,1
family,h_ig,3,,71,,1
family,h_ig,0,,72,,1
family,h_ig,1,,73,,1
family,h_ig,2,,74,,1
family,h_ig,3,,75,,1
family,h_ig,0,,76,,1
family,h_ig,1,,77,,1
family,h_ig,2,,78,,1
family,h_ig,3,,79,,1
family,h_ig,0,,80,,1
family,h_ig,1,,81,,1
family,h_ig,2,,82,,1
family,h_ig,3,,83,,1
family,h_ig,0,,84,,1
family,h_ig,1,,85,,1
family,h_ig,2,,86,,1
family,h_ig,3,,87,,1
family,h_ig,0,,88,,1
family,h_ig,1,,89,,1
family,h_ig,2,,90,,1
family,h_ig,3,,91,,1
family,h_ig,0,,92,,1
family,h_ig,1,,93,,1
family,h_ig,2,,94,,1
family,h_ig,3,,95,,1
family,h_ig,0,,96,,1
family,h_ig,1,,97,,1
family,h_ig,2,,98,,1
family,h_ig,3,,99,,1
cost,cX,,,0,,1
cost,cX,,,1,,1
cost,cX,,,2,,1
cost,cX,,,3,,1
cost,cX,,,4,,1
cost,cX,,,5,,1
cost,cX,,,6,,1
cost,cX,,,7,,1
cost,cX,,,8,,1
cost,cX,,,9,,1
cost,cX,,,10,,1
cost,cX,,,11,,1
cost,cX,,,12,,1
cost,cX,,,13,,1
cost,cX,,,14,,1
cost,cX,,,15,,1
cost,cX,,,16,,1
cost,cX,,,17,,1
cost,cX,,,18,,1
cost,cX,,,19,,1
cost,cX,,,20,,1
cost,cX,,,21,,1
cost,cX,,,22,,1
cost,cX,,,23,,1
cost,cX,,,24,,1
cost,cX,,,25,,1
cost,cX,,,26,,1
cost,cX,,,27,,1
cost,cX,,,28,,1
cost,cX,,,29,,1
cost,cX,,,30,,1
cost,cX,,,31,,1
cost,cX,,,32,,1
cost,cX,,,33,,1
cost,cX,,,34,,1
cost,cX,,,35,,1
cost,cX,,,36,,1
cost,cX,,,37,,1
cost,cX,,,38,,1
cost,cX,,,39,,1
cost,cX,,,40,,1
cost,cX,,,41,,1
cost,cX,,,42,,1
cost,cX,,,43,,1
cost,cX,,,44,,1
cost,cX,,,45,,1
cost,cX,,,46,,1
cost,cX,,,47,,1
